pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
EPT-0F	EPT-0N	uce-6323_EPT_C5	1	10000	0.0307308970099667	122	74	2408	32
EPT-0F	EPT-0L	uce-6323_EPT_C5	1	10000	0.0265780730897009	122	64	2408	32
EPT-0F	EPT-0J	uce-6323_EPT_C5	1	10000	0.0301507537688442	122	216	7164	156
EPT-0F	EPT-0I	uce-6323_EPT_C5	1	10000	0.032945091514143	122	396	12020	180
EPT-0F	EPT-0H	uce-6323_EPT_C5	1	10000	0.0287739783152627	122	138	4796	84
EPT-0E	EPT-0P	uce-6323_EPT_C5	1	10000	0.0247068676716917	122	118	4776	104
EPT-0E	EPT-0O	uce-6323_EPT_C5	1	10000	0.029145728643216	122	348	11940	260
EPT-0E	EPT-0N	uce-6323_EPT_C5	1	10000	0.0209380234505862	122	50	2388	52
EPT-0E	EPT-0L	uce-6323_EPT_C5	1	10000	0.0184254606365159	122	44	2388	52
EPT-0E	EPT-0J	uce-6323_EPT_C5	1	10000	0.0182995495495495	122	130	7104	216
EPT-0E	EPT-0I	uce-6323_EPT_C5	1	10000	0.02248322147651	122	268	11920	280
EPT-0E	EPT-0H	uce-6323_EPT_C5	1	10000	0.0180520570948782	122	86	4764	116
EPT-0E	EPT-0F	uce-6323_EPT_C5	1	10000	0.0219015280135823	122	258	11780	420
EPT-0D	EPT-0P	uce-6323_EPT_C5	1	10000	0.0327868852459016	122	96	2928	0
EPT-0F	EPT-0P	uce-6323_EPT_C5	1	10000	0.0344684385382059	122	166	4816	64
EPT-0H	EPT-0I	uce-6323_EPT_C5	1	10000	0.02679307502061	122	130	4852	28
EPT-0H	EPT-0J	uce-6323_EPT_C5	1	10000	0.0242047026279391	122	70	2892	36
EPT-0H	EPT-0L	uce-6323_EPT_C5	1	10000	0.0267489711934156	122	26	972	4
EPT-0N	EPT-0O	uce-6323_EPT_C5	1	10000	0.0352459016393442	122	86	2440	0
EPT-0L	EPT-0P	uce-6323_EPT_C5	1	10000	0.0327868852459016	122	32	976	0
EPT-0L	EPT-0O	uce-6323_EPT_C5	1	10000	0.0360655737704918	122	88	2440	0
EPT-0L	EPT-0N	uce-6323_EPT_C5	1	10000	0.0163934426229508	122	8	488	0
EPT-0J	EPT-0P	uce-6323_EPT_C5	1	10000	0.0303030303030303	122	88	2904	24
EPT-0J	EPT-0O	uce-6323_EPT_C5	1	10000	0.0330578512396694	122	240	7260	60
EPT-0J	EPT-0N	uce-6323_EPT_C5	1	10000	0.0261707988980716	122	38	1452	12
EPT-0D	EPT-0O	uce-6323_EPT_C5	1	10000	0.0352459016393442	122	258	7320	0
EPT-0J	EPT-0L	uce-6323_EPT_C5	1	10000	0.0261707988980716	122	38	1452	12
EPT-0I	EPT-0O	uce-6323_EPT_C5	1	10000	0.0361247947454844	122	440	12180	20
EPT-0I	EPT-0N	uce-6323_EPT_C5	1	10000	0.028735632183908	122	70	2436	4
EPT-0I	EPT-0L	uce-6323_EPT_C5	1	10000	0.0279146141215106	122	68	2436	4
EPT-0I	EPT-0J	uce-6323_EPT_C5	1	10000	0.0284216335540838	122	206	7248	72
EPT-0H	EPT-0P	uce-6323_EPT_C5	1	10000	0.0308641975308641	122	60	1944	8
EPT-0H	EPT-0O	uce-6323_EPT_C5	1	10000	0.0320987654320987	122	156	4860	20
EPT-0H	EPT-0N	uce-6323_EPT_C5	1	10000	0.0267489711934156	122	26	972	4
EPT-0I	EPT-0P	uce-6323_EPT_C5	1	10000	0.0348932676518883	122	170	4872	8
EPT-0D	EPT-0N	uce-6323_EPT_C5	1	10000	0.0286885245901639	122	42	1464	0
EPT-0D	EPT-0L	uce-6323_EPT_C5	1	10000	0.0286885245901639	122	42	1464	0
EPT-0D	EPT-0J	uce-6323_EPT_C5	1	10000	0.0275482093663911	122	120	4356	36
EPT-0B	EPT-0H	uce-6323_EPT_C5	1	10000	0.0231884057971014	122	64	2760	168
EPT-0B	EPT-0F	uce-6323_EPT_C5	1	10000	0.0240328253223915	122	164	6824	496
EPT-0B	EPT-0E	uce-6323_EPT_C5	1	10000	0.0167351732237228	122	114	6812	508
EPT-0B	EPT-0D	uce-6323_EPT_C5	1	10000	0.0255298651252408	122	106	4152	240
EPT-0B	EPT-0C	uce-6323_EPT_C5	1	10000	0.0247670426679744	122	202	8156	628
EPT-0A	EPT-0P	uce-6323_EPT_C5	1	10000	0.0324267782426778	122	124	3824	80
EPT-0A	EPT-0O	uce-6323_EPT_C5	1	10000	0.0338912133891213	122	324	9560	200
EPT-0B	EPT-0I	uce-6323_EPT_C5	1	10000	0.0263462651997683	122	182	6908	412
EPT-0A	EPT-0N	uce-6323_EPT_C5	1	10000	0.0292887029288702	122	56	1912	40
EPT-0A	EPT-0J	uce-6323_EPT_C5	1	10000	0.0260196905766526	122	148	5688	168
EPT-0A	EPT-0I	uce-6323_EPT_C5	1	10000	0.0297569153394803	122	284	9544	216
EPT-0A	EPT-0H	uce-6323_EPT_C5	1	10000	0.0241343126967471	122	92	3812	92
EPT-0A	EPT-0F	uce-6323_EPT_C5	1	10000	0.0303223070398642	122	286	9432	328
EPT-0A	EPT-0E	uce-6323_EPT_C5	1	10000	0.0202991452991453	122	190	9360	400
EPT-0A	EPT-0D	uce-6323_EPT_C5	1	10000	0.0275453277545327	122	158	5736	120
EPT-0A	EPT-0C	uce-6323_EPT_C5	1	10000	0.0287642045454545	122	324	11264	448
EPT-0A	EPT-0L	uce-6323_EPT_C5	1	10000	0.0292887029288702	122	56	1912	40
EPT-0N	EPT-0P	uce-6323_EPT_C5	1	10000	0.0348360655737704	122	34	976	0
EPT-0B	EPT-0J	uce-6323_EPT_C5	1	10000	0.0242954324586977	122	100	4116	276
EPT-0B	EPT-0N	uce-6323_EPT_C5	1	10000	0.0245664739884393	122	34	1384	80
EPT-0D	EPT-0I	uce-6323_EPT_C5	1	10000	0.0309250136836343	122	226	7308	12
EPT-0D	EPT-0H	uce-6323_EPT_C5	1	10000	0.0253772290809327	122	74	2916	12
EPT-0D	EPT-0F	uce-6323_EPT_C5	1	10000	0.030454042081949	122	220	7224	96
EPT-0D	EPT-0E	uce-6323_EPT_C5	1	10000	0.021217197096594	122	152	7164	156
EPT-0C	EPT-0P	uce-6323_EPT_C5	1	10000	0.0333796940194714	122	192	5752	104
EPT-0C	EPT-0O	uce-6323_EPT_C5	1	10000	0.0346314325452016	122	498	14380	260
EPT-0C	EPT-0N	uce-6323_EPT_C5	1	10000	0.0243393602225312	122	70	2876	52
EPT-0B	EPT-0L	uce-6323_EPT_C5	1	10000	0.0202312138728323	122	28	1384	80
EPT-0C	EPT-0L	uce-6323_EPT_C5	1	10000	0.0229485396383866	122	66	2876	52
EPT-0C	EPT-0I	uce-6323_EPT_C5	1	10000	0.0295346893285037	122	424	14356	284
EPT-0C	EPT-0H	uce-6323_EPT_C5	1	10000	0.0268854748603351	122	154	5728	128
EPT-0C	EPT-0F	uce-6323_EPT_C5	1	10000	0.0314350155060614	122	446	14188	452
EPT-0C	EPT-0E	uce-6323_EPT_C5	1	10000	0.0211707871554418	122	298	14076	564
EPT-0C	EPT-0D	uce-6323_EPT_C5	1	10000	0.0303662494204914	122	262	8628	156
EPT-0B	EPT-0P	uce-6323_EPT_C5	1	10000	0.0296242774566473	122	82	2768	160
EPT-0B	EPT-0O	uce-6323_EPT_C5	1	10000	0.0335260115606936	122	232	6920	400
EPT-0C	EPT-0J	uce-6323_EPT_C5	1	10000	0.0266479663394109	122	228	8556	228
EPT-0O	EPT-0P	uce-6323_EPT_C5	1	10000	0.0381147540983606	122	186	4880	0
EPT-0A	EPT-0B	uce-6371_EPT_C5	1	10000	0.0043859649122807	38	8	1824	0
EPT-0F	EPT-0O	uce-6371_EPT_C5	1	10000	0.002906976744186	38	10	3440	360
EPT-0F	EPT-0N	uce-6371_EPT_C5	1	10000	0.0142857142857142	38	10	700	60
EPT-0F	EPT-0L	uce-6371_EPT_C5	1	10000	0.0028571428571428	38	2	700	60
EPT-0F	EPT-0J	uce-6371_EPT_C5	1	10000	0.0104761904761904	38	22	2100	180
EPT-0F	EPT-0I	uce-6371_EPT_C5	1	10000	0.0055900621118012	38	18	3220	580
EPT-0F	EPT-0H	uce-6371_EPT_C5	1	10000	0.0085714285714285	38	12	1400	120
EPT-0E	EPT-0P	uce-6371_EPT_C5	1	10000	0.0157894736842105	38	24	1520	0
EPT-0E	EPT-0O	uce-6371_EPT_C5	1	10000	0.0026737967914438	38	10	3740	60
EPT-0E	EPT-0N	uce-6371_EPT_C5	1	10000	0.0157894736842105	38	12	760	0
EPT-0E	EPT-0L	uce-6371_EPT_C5	1	10000	0.0026315789473684	38	2	760	0
EPT-0E	EPT-0J	uce-6371_EPT_C5	1	10000	0.0105263157894736	38	24	2280	0
EPT-0E	EPT-0I	uce-6371_EPT_C5	1	10000	0.0057803468208092	38	20	3460	340
EPT-0E	EPT-0H	uce-6371_EPT_C5	1	10000	0.0092105263157894	38	14	1520	0
EPT-0E	EPT-0F	uce-6371_EPT_C5	1	10000	0.0051428571428571	38	18	3500	300
EPT-0D	EPT-0P	uce-6371_EPT_C5	1	10000	0.0221238938053097	38	20	904	8
EPT-0F	EPT-0P	uce-6371_EPT_C5	1	10000	0.0142857142857142	38	20	1400	120
EPT-0H	EPT-0I	uce-6371_EPT_C5	1	10000	0.0072254335260115	38	10	1384	136
EPT-0H	EPT-0J	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	12	912	0
EPT-0H	EPT-0L	uce-6371_EPT_C5	1	10000	0.006578947368421	38	2	304	0
EPT-0N	EPT-0O	uce-6371_EPT_C5	1	10000	0.0133689839572192	38	10	748	12
EPT-0L	EPT-0P	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	4	304	0
EPT-0L	EPT-0O	uce-6371_EPT_C5	1	10000	0.0	38	0	748	12
EPT-0L	EPT-0N	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	2	152	0
EPT-0J	EPT-0P	uce-6371_EPT_C5	1	10000	0.0175438596491228	38	16	912	0
EPT-0J	EPT-0O	uce-6371_EPT_C5	1	10000	0.0089126559714795	38	20	2244	36
EPT-0J	EPT-0N	uce-6371_EPT_C5	1	10000	0.0175438596491228	38	8	456	0
EPT-0D	EPT-0O	uce-6371_EPT_C5	1	10000	0.0089766606822262	38	20	2228	52
EPT-0J	EPT-0L	uce-6371_EPT_C5	1	10000	0.0087719298245614	38	4	456	0
EPT-0I	EPT-0O	uce-6371_EPT_C5	1	10000	0.0029342723004694	38	10	3408	392
EPT-0I	EPT-0N	uce-6371_EPT_C5	1	10000	0.0115606936416184	38	8	692	68
EPT-0I	EPT-0L	uce-6371_EPT_C5	1	10000	0.0028901734104046	38	2	692	68
EPT-0I	EPT-0J	uce-6371_EPT_C5	1	10000	0.0105973025048169	38	22	2076	204
EPT-0H	EPT-0P	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	8	608	0
EPT-0H	EPT-0O	uce-6371_EPT_C5	1	10000	0.0066844919786096	38	10	1496	24
EPT-0H	EPT-0N	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	4	304	0
EPT-0I	EPT-0P	uce-6371_EPT_C5	1	10000	0.0115606936416184	38	16	1384	136
EPT-0D	EPT-0N	uce-6371_EPT_C5	1	10000	0.0221238938053097	38	10	452	4
EPT-0D	EPT-0L	uce-6371_EPT_C5	1	10000	0.0088495575221238	38	4	452	4
EPT-0D	EPT-0J	uce-6371_EPT_C5	1	10000	0.0147492625368731	38	20	1356	12
EPT-0B	EPT-0H	uce-6371_EPT_C5	1	10000	0.0087719298245614	38	8	912	0
EPT-0B	EPT-0F	uce-6371_EPT_C5	1	10000	0.0066666666666666	38	14	2100	180
EPT-0B	EPT-0E	uce-6371_EPT_C5	1	10000	0.0070175438596491	38	16	2280	0
EPT-0B	EPT-0D	uce-6371_EPT_C5	1	10000	0.0132743362831858	38	18	1356	12
EPT-0B	EPT-0C	uce-6371_EPT_C5	1	10000	0.0066371681415929	38	18	2712	24
EPT-0A	EPT-0P	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	16	1216	0
EPT-0A	EPT-0O	uce-6371_EPT_C5	1	10000	0.0	38	0	2992	48
EPT-0B	EPT-0I	uce-6371_EPT_C5	1	10000	0.0057803468208092	38	12	2076	204
EPT-0A	EPT-0N	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	8	608	0
EPT-0A	EPT-0J	uce-6371_EPT_C5	1	10000	0.0087719298245614	38	16	1824	0
EPT-0A	EPT-0I	uce-6371_EPT_C5	1	10000	0.0028901734104046	38	8	2768	272
EPT-0A	EPT-0H	uce-6371_EPT_C5	1	10000	0.006578947368421	38	8	1216	0
EPT-0A	EPT-0F	uce-6371_EPT_C5	1	10000	0.0028571428571428	38	8	2800	240
EPT-0A	EPT-0E	uce-6371_EPT_C5	1	10000	0.0026315789473684	38	8	3040	0
EPT-0A	EPT-0D	uce-6371_EPT_C5	1	10000	0.0088495575221238	38	16	1808	16
EPT-0A	EPT-0C	uce-6371_EPT_C5	1	10000	0.0022123893805309	38	8	3616	32
EPT-0A	EPT-0L	uce-6371_EPT_C5	1	10000	0.0	38	0	608	0
EPT-0N	EPT-0P	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	4	304	0
EPT-0B	EPT-0J	uce-6371_EPT_C5	1	10000	0.0116959064327485	38	16	1368	0
EPT-0B	EPT-0N	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	6	456	0
EPT-0D	EPT-0I	uce-6371_EPT_C5	1	10000	0.0126213592233009	38	26	2060	220
EPT-0D	EPT-0H	uce-6371_EPT_C5	1	10000	0.0154867256637168	38	14	904	8
EPT-0D	EPT-0F	uce-6371_EPT_C5	1	10000	0.010576923076923	38	22	2080	200
EPT-0D	EPT-0E	uce-6371_EPT_C5	1	10000	0.0097345132743362	38	22	2260	20
EPT-0C	EPT-0P	uce-6371_EPT_C5	1	10000	0.0154867256637168	38	28	1808	16
EPT-0C	EPT-0O	uce-6371_EPT_C5	1	10000	0.0022482014388489	38	10	4448	112
EPT-0C	EPT-0N	uce-6371_EPT_C5	1	10000	0.0154867256637168	38	14	904	8
EPT-0B	EPT-0L	uce-6371_EPT_C5	1	10000	0.0043859649122807	38	2	456	0
EPT-0C	EPT-0L	uce-6371_EPT_C5	1	10000	0.0022123893805309	38	2	904	8
EPT-0C	EPT-0I	uce-6371_EPT_C5	1	10000	0.0053398058252427	38	22	4120	440
EPT-0C	EPT-0H	uce-6371_EPT_C5	1	10000	0.0088495575221238	38	16	1808	16
EPT-0C	EPT-0F	uce-6371_EPT_C5	1	10000	0.0047984644913627	38	20	4168	392
EPT-0C	EPT-0E	uce-6371_EPT_C5	1	10000	0.0044247787610619	38	20	4520	40
EPT-0C	EPT-0D	uce-6371_EPT_C5	1	10000	0.009672619047619	38	26	2688	48
EPT-0B	EPT-0P	uce-6371_EPT_C5	1	10000	0.0131578947368421	38	12	912	0
EPT-0B	EPT-0O	uce-6371_EPT_C5	1	10000	0.0044563279857397	38	10	2244	36
EPT-0C	EPT-0J	uce-6371_EPT_C5	1	10000	0.0103244837758112	38	28	2712	24
EPT-0O	EPT-0P	uce-6371_EPT_C5	1	10000	0.0133689839572192	38	20	1496	24
EPT-0A	EPT-0B	uce-6399_EPT_C10	1	10000	0.0194695259593679	148	138	7088	16
EPT-0F	EPT-0O	uce-6399_EPT_C10	1	10000	0.0150208623087621	148	216	14380	420
EPT-0F	EPT-0N	uce-6399_EPT_C10	1	10000	0.0128552097428958	148	38	2956	4
EPT-0F	EPT-0L	uce-6399_EPT_C10	1	10000	0.020297699594046	148	60	2956	4
EPT-0F	EPT-0J	uce-6399_EPT_C10	1	10000	0.0175913396481732	148	156	8868	12
EPT-0F	EPT-0I	uce-6399_EPT_C10	1	10000	0.0173378076062639	148	248	14304	496
EPT-0F	EPT-0H	uce-6399_EPT_C10	1	10000	0.0214577656675749	148	126	5872	48
EPT-0E	EPT-0P	uce-6399_EPT_C10	1	10000	0.0172998643147896	148	102	5896	24
EPT-0E	EPT-0O	uce-6399_EPT_C10	1	10000	0.0185495118549511	148	266	14340	460
EPT-0E	EPT-0N	uce-6399_EPT_C10	1	10000	0.0169606512890094	148	50	2948	12
EPT-0E	EPT-0L	uce-6399_EPT_C10	1	10000	0.0264586160108548	148	78	2948	12
EPT-0E	EPT-0J	uce-6399_EPT_C10	1	10000	0.019674355495251	148	174	8844	36
EPT-0E	EPT-0I	uce-6399_EPT_C10	1	10000	0.0210378681626928	148	300	14260	540
EPT-0E	EPT-0H	uce-6399_EPT_C10	1	10000	0.0201502732240437	148	118	5856	64
EPT-0E	EPT-0F	uce-6399_EPT_C10	1	10000	0.0195652173913043	148	288	14720	80
EPT-0D	EPT-0P	uce-6399_EPT_C10	1	10000	0.0091324200913242	148	32	3504	48
EPT-0F	EPT-0P	uce-6399_EPT_C10	1	10000	0.0138700947225981	148	82	5912	8
EPT-0H	EPT-0I	uce-6399_EPT_C10	1	10000	0.0245786516853932	148	140	5696	224
EPT-0H	EPT-0J	uce-6399_EPT_C10	1	10000	0.0215419501133786	148	76	3528	24
EPT-0H	EPT-0L	uce-6399_EPT_C10	1	10000	0.0289115646258503	148	34	1176	8
EPT-0N	EPT-0O	uce-6399_EPT_C10	1	10000	0.0076388888888888	148	22	2880	80
EPT-0L	EPT-0P	uce-6399_EPT_C10	1	10000	0.018581081081081	148	22	1184	0
EPT-0L	EPT-0O	uce-6399_EPT_C10	1	10000	0.0194444444444444	148	56	2880	80
EPT-0L	EPT-0N	uce-6399_EPT_C10	1	10000	0.0168918918918918	148	10	592	0
EPT-0J	EPT-0P	uce-6399_EPT_C10	1	10000	0.0140765765765765	148	50	3552	0
EPT-0J	EPT-0O	uce-6399_EPT_C10	1	10000	0.0150462962962962	148	130	8640	240
EPT-0J	EPT-0N	uce-6399_EPT_C10	1	10000	0.0123873873873873	148	22	1776	0
EPT-0D	EPT-0O	uce-6399_EPT_C10	1	10000	0.0105633802816901	148	90	8520	360
EPT-0J	EPT-0L	uce-6399_EPT_C10	1	10000	0.0225225225225225	148	40	1776	0
EPT-0I	EPT-0O	uce-6399_EPT_C10	1	10000	0.0147988505747126	148	206	13920	880
EPT-0I	EPT-0N	uce-6399_EPT_C10	1	10000	0.0118715083798882	148	34	2864	96
EPT-0I	EPT-0L	uce-6399_EPT_C10	1	10000	0.0202513966480446	148	58	2864	96
EPT-0I	EPT-0J	uce-6399_EPT_C10	1	10000	0.0186219739292365	148	160	8592	288
EPT-0H	EPT-0P	uce-6399_EPT_C10	1	10000	0.0212585034013605	148	50	2352	16
EPT-0H	EPT-0O	uce-6399_EPT_C10	1	10000	0.023076923076923	148	132	5720	200
EPT-0H	EPT-0N	uce-6399_EPT_C10	1	10000	0.0221088435374149	148	26	1176	8
EPT-0I	EPT-0P	uce-6399_EPT_C10	1	10000	0.0139664804469273	148	80	5728	192
EPT-0D	EPT-0N	uce-6399_EPT_C10	1	10000	0.0068493150684931	148	12	1752	24
EPT-0D	EPT-0L	uce-6399_EPT_C10	1	10000	0.0194063926940639	148	34	1752	24
EPT-0D	EPT-0J	uce-6399_EPT_C10	1	10000	0.0144596651445966	148	76	5256	72
EPT-0B	EPT-0H	uce-6399_EPT_C10	1	10000	0.0227272727272727	148	80	3520	32
EPT-0B	EPT-0F	uce-6399_EPT_C10	1	10000	0.0174050632911392	148	154	8848	32
EPT-0B	EPT-0E	uce-6399_EPT_C10	1	10000	0.0203989120580235	148	180	8824	56
EPT-0B	EPT-0D	uce-6399_EPT_C10	1	10000	0.0144927536231884	148	76	5244	84
EPT-0B	EPT-0C	uce-6399_EPT_C10	1	10000	0.0171814671814671	148	178	10360	296
EPT-0A	EPT-0P	uce-6399_EPT_C10	1	10000	0.0164695945945945	148	78	4736	0
EPT-0A	EPT-0O	uce-6399_EPT_C10	1	10000	0.0178819444444444	148	206	11520	320
EPT-0B	EPT-0I	uce-6399_EPT_C10	1	10000	0.0181987867475501	148	156	8572	308
EPT-0A	EPT-0N	uce-6399_EPT_C10	1	10000	0.0152027027027027	148	36	2368	0
EPT-0A	EPT-0J	uce-6399_EPT_C10	1	10000	0.0194256756756756	148	138	7104	0
EPT-0A	EPT-0I	uce-6399_EPT_C10	1	10000	0.0199022346368715	148	228	11456	384
EPT-0A	EPT-0H	uce-6399_EPT_C10	1	10000	0.0233843537414966	148	110	4704	32
EPT-0A	EPT-0F	uce-6399_EPT_C10	1	10000	0.0191136671177266	148	226	11824	16
EPT-0A	EPT-0E	uce-6399_EPT_C10	1	10000	0.021540027137042	148	254	11792	48
EPT-0A	EPT-0D	uce-6399_EPT_C10	1	10000	0.0165525114155251	148	116	7008	96
EPT-0A	EPT-0C	uce-6399_EPT_C10	1	10000	0.0190751445086705	148	264	13840	368
EPT-0A	EPT-0L	uce-6399_EPT_C10	1	10000	0.0219594594594594	148	52	2368	0
EPT-0N	EPT-0P	uce-6399_EPT_C10	1	10000	0.0067567567567567	148	8	1184	0
EPT-0B	EPT-0J	uce-6399_EPT_C10	1	10000	0.0173062452972159	148	92	5316	12
EPT-0B	EPT-0N	uce-6399_EPT_C10	1	10000	0.0124153498871331	148	22	1772	4
EPT-0D	EPT-0I	uce-6399_EPT_C10	1	10000	0.0136921624173748	148	116	8472	408
EPT-0D	EPT-0H	uce-6399_EPT_C10	1	10000	0.0201149425287356	148	70	3480	72
EPT-0D	EPT-0F	uce-6399_EPT_C10	1	10000	0.0139460448102423	148	122	8748	132
EPT-0D	EPT-0E	uce-6399_EPT_C10	1	10000	0.0165061898211829	148	144	8724	156
EPT-0C	EPT-0P	uce-6399_EPT_C10	1	10000	0.0124277456647398	148	86	6920	184
EPT-0C	EPT-0O	uce-6399_EPT_C10	1	10000	0.0139053957689565	148	234	16828	932
EPT-0C	EPT-0N	uce-6399_EPT_C10	1	10000	0.0109826589595375	148	38	3460	92
EPT-0B	EPT-0L	uce-6399_EPT_C10	1	10000	0.0214446952595936	148	38	1772	4
EPT-0C	EPT-0L	uce-6399_EPT_C10	1	10000	0.0202312138728323	148	70	3460	92
EPT-0C	EPT-0I	uce-6399_EPT_C10	1	10000	0.0168499043977055	148	282	16736	1024
EPT-0C	EPT-0H	uce-6399_EPT_C10	1	10000	0.0227008149010477	148	156	6872	232
EPT-0C	EPT-0F	uce-6399_EPT_C10	1	10000	0.0164351851851851	148	284	17280	480
EPT-0C	EPT-0E	uce-6399_EPT_C10	1	10000	0.0198375870069605	148	342	17240	520
EPT-0C	EPT-0D	uce-6399_EPT_C10	1	10000	0.0125048847205939	148	128	10236	420
EPT-0B	EPT-0P	uce-6399_EPT_C10	1	10000	0.0141083521444695	148	50	3544	8
EPT-0B	EPT-0O	uce-6399_EPT_C10	1	10000	0.0150742115027829	148	130	8624	256
EPT-0C	EPT-0J	uce-6399_EPT_C10	1	10000	0.0173410404624277	148	180	10380	276
EPT-0O	EPT-0P	uce-6399_EPT_C10	1	10000	0.0100694444444444	148	58	5760	160
EPT-0A	EPT-0B	uce-6488_EPT_C9	1	10000	0.0086558044806517	168	68	7856	208
EPT-0F	EPT-0O	uce-6488_EPT_C9	1	10000	0.003003003003003	168	48	15984	816
EPT-0F	EPT-0N	uce-6488_EPT_C9	1	10000	0.003052503052503	167	10	3276	84
EPT-0F	EPT-0L	uce-6488_EPT_C9	1	10000	0.0	167	0	3280	80
EPT-0F	EPT-0J	uce-6488_EPT_C9	1	10000	0.0006155108740254	168	6	9748	332
EPT-0F	EPT-0I	uce-6488_EPT_C9	1	10000	0.002435460301997	168	40	16424	376
EPT-0F	EPT-0H	uce-6488_EPT_C9	1	10000	0.0021902377972465	168	14	6392	328
EPT-0E	EPT-0P	uce-6488_EPT_C9	1	10000	0.0042067307692307	168	28	6656	64
EPT-0E	EPT-0O	uce-6488_EPT_C9	1	10000	0.0042173158025303	168	68	16124	676
EPT-0E	EPT-0N	uce-6488_EPT_C9	1	10000	0.0036275695284159	167	12	3308	52
EPT-0E	EPT-0L	uce-6488_EPT_C9	1	10000	0.0018137847642079	167	6	3308	52
EPT-0E	EPT-0J	uce-6488_EPT_C9	1	10000	0.0018262987012987	168	18	9856	224
EPT-0E	EPT-0I	uce-6488_EPT_C9	1	10000	0.0047033285094066	168	78	16584	216
EPT-0E	EPT-0H	uce-6488_EPT_C9	1	10000	0.0043370508054522	168	28	6456	264
EPT-0E	EPT-0F	uce-6488_EPT_C9	1	10000	0.0018341892883345	168	30	16356	444
EPT-0D	EPT-0P	uce-6488_EPT_C9	1	10000	0.0040241448692152	168	16	3976	56
EPT-0F	EPT-0P	uce-6488_EPT_C9	1	10000	0.0021237864077669	168	14	6592	128
EPT-0H	EPT-0I	uce-6488_EPT_C9	1	10000	0.0049261083743842	168	32	6496	224
EPT-0H	EPT-0J	uce-6488_EPT_C9	1	10000	0.0031120331950207	168	12	3856	176
EPT-0H	EPT-0L	uce-6488_EPT_C9	1	10000	0.0015432098765432	167	2	1296	48
EPT-0N	EPT-0O	uce-6488_EPT_C9	1	10000	0.0049443757725587	167	16	3236	124
EPT-0L	EPT-0P	uce-6488_EPT_C9	1	10000	0.0014970059880239	167	2	1336	8
EPT-0L	EPT-0O	uce-6488_EPT_C9	1	10000	0.0024721878862793	167	8	3236	124
EPT-0L	EPT-0N	uce-6488_EPT_C9	1	10000	0.003012048192771	166	2	664	8
EPT-0J	EPT-0P	uce-6488_EPT_C9	1	10000	0.0030181086519114	168	12	3976	56
EPT-0J	EPT-0O	uce-6488_EPT_C9	1	10000	0.0029009531703273	168	28	9652	428
EPT-0J	EPT-0N	uce-6488_EPT_C9	1	10000	0.0030364372469635	167	6	1976	40
EPT-0D	EPT-0O	uce-6488_EPT_C9	1	10000	0.0047777316161196	168	46	9628	452
EPT-0J	EPT-0L	uce-6488_EPT_C9	1	10000	0.0	167	0	1976	40
EPT-0I	EPT-0O	uce-6488_EPT_C9	1	10000	0.0060344827586206	168	98	16240	560
EPT-0I	EPT-0N	uce-6488_EPT_C9	1	10000	0.0066105769230769	167	22	3328	32
EPT-0I	EPT-0L	uce-6488_EPT_C9	1	10000	0.0018028846153846	167	6	3328	32
EPT-0I	EPT-0J	uce-6488_EPT_C9	1	10000	0.0036348949919224	168	36	9904	176
EPT-0H	EPT-0P	uce-6488_EPT_C9	1	10000	0.004601226993865	168	12	2608	80
EPT-0H	EPT-0O	uce-6488_EPT_C9	1	10000	0.0057034220532319	168	36	6312	408
EPT-0H	EPT-0N	uce-6488_EPT_C9	1	10000	0.0061728395061728	167	8	1296	48
EPT-0I	EPT-0P	uce-6488_EPT_C9	1	10000	0.004778972520908	168	32	6696	24
EPT-0D	EPT-0N	uce-6488_EPT_C9	1	10000	0.0050607287449392	167	10	1976	40
EPT-0D	EPT-0L	uce-6488_EPT_C9	1	10000	0.0010121457489878	167	2	1976	40
EPT-0D	EPT-0J	uce-6488_EPT_C9	1	10000	0.0020408163265306	168	12	5880	168
EPT-0B	EPT-0H	uce-6488_EPT_C9	1	10000	0.0042016806722689	168	16	3808	224
EPT-0B	EPT-0F	uce-6488_EPT_C9	1	10000	0.0016618196925633	168	16	9628	452
EPT-0B	EPT-0E	uce-6488_EPT_C9	1	10000	0.0034965034965034	168	34	9724	356
EPT-0B	EPT-0D	uce-6488_EPT_C9	1	10000	0.0034435261707988	168	20	5808	240
EPT-0B	EPT-0C	uce-6488_EPT_C9	1	10000	0.0022522522522522	168	26	11544	552
EPT-0A	EPT-0P	uce-6488_EPT_C9	1	10000	0.0085565476190476	168	46	5376	0
EPT-0A	EPT-0O	uce-6488_EPT_C9	1	10000	0.0101351351351351	168	132	13024	416
EPT-0B	EPT-0I	uce-6488_EPT_C9	1	10000	0.0044971381847914	168	44	9784	296
