pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
EPT-0D	uce-4462_EPT_C3	1	10000	0.0114035087719298	76	13	1140	0
EPT-0E	uce-4462_EPT_C3	1	10000	0.0070175438596491	76	24	3420	0
EPT-0F	uce-4462_EPT_C3	1	10000	0.0074962518740629	76	25	3335	85
EPT-0H	uce-4462_EPT_C3	1	10000	0.006578947368421	76	3	456	0
EPT-0I	uce-4462_EPT_C3	1	10000	0.0073099415204678	76	25	3420	0
EPT-0J	uce-4462_EPT_C3	1	10000	0.0043859649122807	76	5	1140	0
EPT-0L	uce-4462_EPT_C3	1	10000	0.0131578947368421	76	1	76	0
EPT-0N	uce-4462_EPT_C3	1	10000	0.0	76	0	76	0
EPT-0O	uce-4462_EPT_C3	1	10000	0.0061403508771929	76	21	3420	0
EPT-0P	uce-4462_EPT_C3	1	10000	0.0153508771929824	76	7	456	0
EPT-0A	uce-4491_EPT_C13	1	10000	0.0122900450634985	96	30	2441	247
EPT-0B	uce-4491_EPT_C13	1	10000	0.0230607966457023	96	33	1431	9
EPT-0C	uce-4491_EPT_C13	1	10000	0.0052030882846592	96	31	5958	378
EPT-0D	uce-4491_EPT_C13	1	10000	0.0153738644304682	96	22	1431	9
EPT-0E	uce-4491_EPT_C13	1	10000	0.012871518839223	96	55	4273	47
EPT-0F	uce-4491_EPT_C13	1	10000	0.0085793590714105	96	34	3963	357
EPT-0H	uce-4491_EPT_C13	1	10000	0.0173611111111111	96	10	576	0
EPT-0I	uce-4491_EPT_C13	1	10000	0.0097606321171275	96	42	4303	17
EPT-0J	uce-4491_EPT_C13	1	10000	0.0102339181286549	96	14	1368	72
EPT-0L	uce-4491_EPT_C13	1	10000	0.0210526315789473	95	2	95	1
EPT-0N	uce-4491_EPT_C13	1	10000	0.0104166666666666	96	1	96	0
EPT-0O	uce-4491_EPT_C13	1	10000	0.0255842558425584	96	104	4065	255
EPT-0P	uce-4491_EPT_C13	1	10000	0.0052539404553415	96	3	571	5
EPT-0A	uce-4493_EPT_C3	1	10000	0.026625172890733	105	77	2892	48
EPT-0B	uce-4493_EPT_C3	1	10000	0.04	105	63	1575	0
EPT-0C	uce-4493_EPT_C3	1	10000	0.0415335463258785	105	273	6573	357
EPT-0D	uce-4493_EPT_C3	1	10000	0.0396825396825396	105	55	1386	189
EPT-0E	uce-4493_EPT_C3	1	10000	0.0409734293518748	105	165	4027	698
EPT-0F	uce-4493_EPT_C3	1	10000	0.0252460419341035	105	118	4674	51
EPT-0H	uce-4493_EPT_C3	1	10000	0.0605504587155963	105	33	545	85
EPT-0I	uce-4493_EPT_C3	1	10000	0.0358599957053897	105	167	4657	68
EPT-0J	uce-4493_EPT_C3	1	10000	0.0419047619047619	105	66	1575	0
EPT-0L	uce-4493_EPT_C3	1	10000	0.0761904761904762	105	8	105	0
EPT-0N	uce-4493_EPT_C3	1	10000	0.029126213592233	103	3	103	2
EPT-0O	uce-4493_EPT_C3	1	10000	0.0301410859341598	105	141	4678	47
EPT-0P	uce-4493_EPT_C3	1	10000	0.0380952380952381	105	24	630	0
EPT-0A	uce-4529_EPT_C9	1	10000	0.0346894297130403	205	191	5506	234
EPT-0B	uce-4529_EPT_C9	1	10000	0.0380487804878048	205	117	3075	0
EPT-0C	uce-4529_EPT_C9	1	10000	0.0290465631929046	205	393	13530	0
EPT-0D	uce-4529_EPT_C9	1	10000	0.0337926509186351	205	103	3048	27
EPT-0E	uce-4529_EPT_C9	1	10000	0.0277383422518292	205	254	9157	68
EPT-0F	uce-4529_EPT_C9	1	10000	0.0316029539530842	205	291	9208	17
EPT-0H	uce-4529_EPT_C9	1	10000	0.0390243902439024	205	48	1230	0
EPT-0I	uce-4529_EPT_C9	1	10000	0.0293192541002022	205	261	8902	323
EPT-0J	uce-4529_EPT_C9	1	10000	0.0347769028871391	205	106	3048	27
EPT-0L	uce-4529_EPT_C9	1	10000	0.0443349753694581	203	9	203	2
EPT-0N	uce-4529_EPT_C9	1	10000	0.064039408866995	203	13	203	2
EPT-0O	uce-4529_EPT_C9	1	10000	0.0309570525397863	205	284	9174	51
EPT-0P	uce-4529_EPT_C9	1	10000	0.0413223140495867	205	50	1210	20
EPT-0A	uce-4646_EPT_C3	1	10000	0.0073772083090662	190	38	5151	169
EPT-0B	uce-4646_EPT_C3	1	10000	0.0018234865061998	190	5	2742	108
EPT-0C	uce-4646_EPT_C3	1	10000	0.0058804575479297	190	73	12414	126
EPT-0D	uce-4646_EPT_C3	1	10000	0.0138131588513267	190	38	2751	99
EPT-0E	uce-4646_EPT_C3	1	10000	0.011953591937185	190	102	8533	17
EPT-0F	uce-4646_EPT_C3	1	10000	0.0097852028639618	190	82	8380	170
EPT-0H	uce-4646_EPT_C3	1	10000	0.0	190	0	1135	5
EPT-0I	uce-4646_EPT_C3	1	10000	0.0094506792675723	190	80	8465	85
EPT-0J	uce-4646_EPT_C3	1	10000	0.0035198873636043	190	10	2841	9
EPT-0L	uce-4646_EPT_C3	1	10000	0.0	189	0	189	1
EPT-0N	uce-4646_EPT_C3	1	10000	0.0114942528735632	174	2	174	16
EPT-0O	uce-4646_EPT_C3	1	10000	0.0114041339985744	190	96	8418	132
EPT-0P	uce-4646_EPT_C3	1	10000	0.0078947368421052	190	9	1140	0
EPT-0A	uce-4777_EPT_C9	1	10000	0.0328571428571428	75	69	2100	0
EPT-0B	uce-4777_EPT_C9	1	10000	0.0222222222222222	75	25	1125	0
EPT-0C	uce-4777_EPT_C9	1	10000	0.021280949457745	75	104	4887	63
EPT-0D	uce-4777_EPT_C9	1	10000	0.0275555555555555	75	31	1125	0
EPT-0E	uce-4777_EPT_C9	1	10000	0.0053333333333333	75	18	3375	0
EPT-0F	uce-4777_EPT_C9	1	10000	0.0184457211974599	75	61	3307	68
EPT-0H	uce-4777_EPT_C9	1	10000	0.0155555555555555	75	7	450	0
EPT-0I	uce-4777_EPT_C9	1	10000	0.0152765047357164	75	50	3273	102
EPT-0J	uce-4777_EPT_C9	1	10000	0.0116487455197132	75	13	1116	9
EPT-0L	uce-4777_EPT_C9	1	10000	0.0133333333333333	75	1	75	0
EPT-0N	uce-4777_EPT_C9	1	10000	0.0133333333333333	75	1	75	0
EPT-0O	uce-4777_EPT_C9	1	10000	0.0049397962334053	75	16	3239	136
EPT-0P	uce-4777_EPT_C9	1	10000	0.02	75	9	450	0
EPT-0A	uce-4803_EPT_C9	1	10000	0.013522215067611	60	21	1553	127
EPT-0B	uce-4803_EPT_C9	1	10000	0.0322222222222222	60	29	900	0
EPT-0C	uce-4803_EPT_C9	1	10000	0.025147549396972	60	98	3897	63
EPT-0D	uce-4803_EPT_C9	1	10000	0.0369068541300527	60	21	569	331
EPT-0E	uce-4803_EPT_C9	1	10000	0.0204394481349003	60	40	1957	743
EPT-0F	uce-4803_EPT_C9	1	10000	0.0273336771531717	60	53	1939	761
EPT-0H	uce-4803_EPT_C9	1	10000	0.0	60	0	245	115
EPT-0I	uce-4803_EPT_C9	1	10000	0.0182266009852216	60	37	2030	670
EPT-0J	uce-4803_EPT_C9	1	10000	0.0245022970903522	60	16	653	247
EPT-0L	uce-4803_EPT_C9	1	10000	0.0169491525423728	59	1	59	1
EPT-0N	uce-4803_EPT_C9	1	10000	0.054054054054054	37	2	37	23
EPT-0O	uce-4803_EPT_C9	1	10000	0.0169000482858522	60	35	2071	629
EPT-0P	uce-4803_EPT_C9	1	10000	0.026865671641791	60	9	335	25
EPT-0A	uce-485_EPT_C3	1	10000	0.0122448979591836	35	12	980	0
EPT-0B	uce-485_EPT_C3	1	10000	0.0171428571428571	35	9	525	0
EPT-0C	uce-485_EPT_C3	1	10000	0.0142857142857142	35	27	1890	420
EPT-0D	uce-485_EPT_C3	1	10000	0.0220750551876379	35	10	453	72
EPT-0E	uce-485_EPT_C3	1	10000	0.0248322147651006	35	37	1490	85
EPT-0F	uce-485_EPT_C3	1	10000	0.010443864229765	35	12	1149	426
EPT-0H	uce-485_EPT_C3	1	10000	0.0285714285714285	35	6	210	0
EPT-0I	uce-485_EPT_C3	1	10000	0.0057766367137355	35	9	1558	17
EPT-0J	uce-485_EPT_C3	1	10000	0.0247619047619047	35	13	525	0
EPT-0L	uce-485_EPT_C3	1	10000	0.0	35	0	35	0
EPT-0N	uce-485_EPT_C3	1	10000	0.0	15	0	15	20
EPT-0O	uce-485_EPT_C3	1	10000	0.0158730158730158	35	25	1575	0
EPT-0P	uce-485_EPT_C3	1	10000	0.0428571428571428	35	9	210	0
EPT-0A	uce-5043_EPT_C9	1	10000	0.00919167342525	140	34	3699	221
EPT-0B	uce-5043_EPT_C9	1	10000	0.0109995217599234	140	23	2091	9
EPT-0C	uce-5043_EPT_C9	1	10000	0.0120139799038881	140	110	9156	84
EPT-0D	uce-5043_EPT_C9	1	10000	0.0111922141119221	140	23	2055	45
EPT-0E	uce-5043_EPT_C9	1	10000	0.0080012802048327	140	50	6249	51
EPT-0F	uce-5043_EPT_C9	1	10000	0.0104300385109114	140	65	6232	68
EPT-0H	uce-5043_EPT_C9	1	10000	0.0047904191616766	140	4	835	5
EPT-0I	uce-5043_EPT_C9	1	10000	0.0086179380785189	140	54	6266	34
EPT-0J	uce-5043_EPT_C9	1	10000	0.0082006753497346	140	17	2073	27
EPT-0L	uce-5043_EPT_C9	1	10000	0.014388489208633	139	2	139	1
EPT-0N	uce-5043_EPT_C9	1	10000	0.015625	128	2	128	12
EPT-0O	uce-5043_EPT_C9	1	10000	0.0089180548544506	140	53	5943	357
EPT-0P	uce-5043_EPT_C9	1	10000	0.0083333333333333	140	7	840	0
EPT-0A	uce-5068_EPT_C3	1	10000	0.0117515388919977	196	63	5361	127
EPT-0B	uce-5068_EPT_C3	1	10000	0.0067209055535903	196	19	2827	113
EPT-0C	uce-5068_EPT_C3	1	10000	0.0083708441917397	196	106	12663	273
EPT-0D	uce-5068_EPT_C3	1	10000	0.00319375443577	196	9	2818	122
EPT-0E	uce-5068_EPT_C3	1	10000	0.0080293645331498	196	70	8718	102
EPT-0F	uce-5068_EPT_C3	1	10000	0.008990075890251	196	77	8565	255
EPT-0H	uce-5068_EPT_C3	1	10000	0.0051020408163265	196	6	1176	0
EPT-0I	uce-5068_EPT_C3	1	10000	0.0074099803172397	196	64	8637	183
EPT-0J	uce-5068_EPT_C3	1	10000	0.0116358658453114	196	34	2922	18
EPT-0L	uce-5068_EPT_C3	1	10000	0.0105263157894736	190	2	190	6
EPT-0N	uce-5068_EPT_C3	1	10000	0.010204081632653	196	2	196	0
EPT-0O	uce-5068_EPT_C3	1	10000	0.0059426707061291	196	51	8582	238
EPT-0P	uce-5068_EPT_C3	1	10000	0.0110544217687074	196	13	1176	0
EPT-0A	uce-5069_EPT_C10	1	10000	0.0348598769651401	209	204	5852	0
EPT-0B	uce-5069_EPT_C10	1	10000	0.041786283891547	209	131	3135	0
EPT-0C	uce-5069_EPT_C10	1	10000	0.03235119928931	209	437	13508	286
EPT-0D	uce-5069_EPT_C10	1	10000	0.0390275111964171	209	122	3126	9
EPT-0E	uce-5069_EPT_C10	1	10000	0.0481465700894759	209	452	9388	17
EPT-0F	uce-5069_EPT_C10	1	10000	0.0289042751950763	209	263	9099	306
EPT-0H	uce-5069_EPT_C10	1	10000	0.044035228182546	209	55	1249	5
EPT-0I	uce-5069_EPT_C10	1	10000	0.0356418738661829	209	334	9371	34
EPT-0J	uce-5069_EPT_C10	1	10000	0.0478023740776387	209	149	3117	18
EPT-0L	uce-5069_EPT_C10	1	10000	0.0526315789473684	209	11	209	0
EPT-0N	uce-5069_EPT_C10	1	10000	0.0485436893203883	206	10	206	3
EPT-0O	uce-5069_EPT_C10	1	10000	0.0376712328767123	209	341	9052	353
EPT-0P	uce-5069_EPT_C10	1	10000	0.0350877192982456	209	44	1254	0
EPT-0A	uce-5149_EPT_C13	1	10000	0.0068875651526433	195	37	5372	88
EPT-0B	uce-5149_EPT_C13	1	10000	0.0046263345195729	195	13	2810	115
EPT-0C	uce-5149_EPT_C13	1	10000	0.0049957662997459	195	59	11810	1060
EPT-0D	uce-5149_EPT_C13	1	10000	0.0054837446141793	194	14	2553	372
EPT-0E	uce-5149_EPT_C13	1	10000	0.0067238581034083	195	58	8626	149
EPT-0F	uce-5149_EPT_C13	1	10000	0.0042978278545707	195	37	8609	166
EPT-0H	uce-5149_EPT_C13	1	10000	0.0087976539589442	193	9	1023	147
EPT-0I	uce-5149_EPT_C13	1	10000	0.0061274509803921	195	50	8160	615
EPT-0J	uce-5149_EPT_C13	1	10000	0.0067540723083035	194	17	2517	408
EPT-0L	uce-5149_EPT_C13	1	10000	0.0103626943005181	193	2	193	2
EPT-0N	uce-5149_EPT_C13	1	10000	0.0052083333333333	192	1	192	3
EPT-0O	uce-5149_EPT_C13	1	10000	0.0126738033714777	195	103	8127	648
EPT-0P	uce-5149_EPT_C13	1	10000	0.0111111111111111	195	12	1080	90
EPT-0A	uce-518_EPT_C12	1	10000	0.0332950631458094	63	58	1742	22
EPT-0B	uce-518_EPT_C12	1	10000	0.0288461538461538	63	27	936	9
EPT-0C	uce-518_EPT_C12	1	10000	0.0281385281385281	63	117	4158	0
EPT-0D	uce-518_EPT_C12	1	10000	0.0285714285714285	63	27	945	0
EPT-0E	uce-518_EPT_C12	1	10000	0.0261022927689594	63	74	2835	0
EPT-0F	uce-518_EPT_C12	1	10000	0.0290605095541401	63	73	2512	323
EPT-0H	uce-518_EPT_C12	1	10000	0.032171581769437	63	12	373	5
EPT-0I	uce-518_EPT_C12	1	10000	0.0280340667139815	63	79	2818	17
EPT-0J	uce-518_EPT_C12	1	10000	0.0243386243386243	63	23	945	0
EPT-0L	uce-518_EPT_C12	1	10000	0.0476190476190476	63	3	63	0
EPT-0N	uce-518_EPT_C12	1	10000	0.0476190476190476	63	3	63	0
EPT-0O	uce-518_EPT_C12	1	10000	0.0357423409269442	63	91	2546	289
EPT-0P	uce-518_EPT_C12	1	10000	0.0294906166219839	63	11	373	5
EPT-0A	uce-5259_EPT_C12	1	10000	0.0	27	0	756	0
EPT-0B	uce-5259_EPT_C12	1	10000	0.0	27	0	405	0
EPT-0C	uce-5259_EPT_C12	1	10000	0.0	27	0	1782	0
EPT-0D	uce-5259_EPT_C12	1	10000	0.0	27	0	405	0
EPT-0E	uce-5259_EPT_C12	1	10000	0.0	27	0	1215	0
EPT-0F	uce-5259_EPT_C12	1	10000	0.0	27	0	1198	17
EPT-0H	uce-5259_EPT_C12	1	10000	0.0	27	0	162	0
EPT-0I	uce-5259_EPT_C12	1	10000	0.0	27	0	1215	0
EPT-0J	uce-5259_EPT_C12	1	10000	0.0	27	0	405	0
EPT-0L	uce-5259_EPT_C12	1	10000	0.0	27	0	27	0
EPT-0N	uce-5259_EPT_C12	1	10000	0.0	27	0	27	0
EPT-0O	uce-5259_EPT_C12	1	10000	0.0	27	0	1198	17
EPT-0P	uce-5259_EPT_C12	1	10000	0.0	27	0	162	0
EPT-0A	uce-5391_EPT_C10	1	10000	0.0363391655450874	81	81	2229	39
EPT-0B	uce-5391_EPT_C10	1	10000	0.0395061728395061	81	48	1215	0
EPT-0C	uce-5391_EPT_C10	1	10000	0.0252525252525252	81	135	5346	0
EPT-0D	uce-5391_EPT_C10	1	10000	0.0320987654320987	81	39	1215	0
EPT-0E	uce-5391_EPT_C10	1	10000	0.0345217883418223	81	122	3534	111
EPT-0F	uce-5391_EPT_C10	1	10000	0.0367626886145404	81	134	3645	0
EPT-0H	uce-5391_EPT_C10	1	10000	0.0349794238683127	81	17	486	0
EPT-0I	uce-5391_EPT_C10	1	10000	0.0278390297684674	81	101	3628	17
EPT-0J	uce-5391_EPT_C10	1	10000	0.0288065843621399	81	35	1215	0
EPT-0L	uce-5391_EPT_C10	1	10000	0.0617283950617283	81	5	81	0
EPT-0N	uce-5391_EPT_C10	1	10000	0.0617283950617283	81	5	81	0
EPT-0O	uce-5391_EPT_C10	1	10000	0.0232419547079856	81	78	3356	289
EPT-0P	uce-5391_EPT_C10	1	10000	0.0308641975308641	81	15	486	0
EPT-0A	uce-5433_EPT_C3	1	10000	0.0197075651621106	169	93	4719	13
EPT-0B	uce-5433_EPT_C3	1	10000	0.0180072028811524	169	45	2499	36
EPT-0C	uce-5433_EPT_C3	1	10000	0.0215982721382289	169	240	11112	42
EPT-0D	uce-5433_EPT_C3	1	10000	0.0303030303030303	169	76	2508	27
EPT-0E	uce-5433_EPT_C3	1	10000	0.0226166995397764	169	172	7605	0
EPT-0F	uce-5433_EPT_C3	1	10000	0.0224032586558044	169	154	6874	731
EPT-0H	uce-5433_EPT_C3	1	10000	0.0191146881287726	169	19	994	20
EPT-0I	uce-5433_EPT_C3	1	10000	0.0234301780693533	169	175	7469	136
EPT-0J	uce-5433_EPT_C3	1	10000	0.023293172690763	169	58	2490	45
EPT-0L	uce-5433_EPT_C3	1	10000	0.0297619047619047	168	5	168	1
EPT-0N	uce-5433_EPT_C3	1	10000	0.024390243902439	164	4	164	5
EPT-0O	uce-5433_EPT_C3	1	10000	0.024383368569415	169	173	7095	510
EPT-0P	uce-5433_EPT_C3	1	10000	0.0236686390532544	169	24	1014	0
EPT-0A	uce-5476_EPT_C12	1	10000	0.0347467608951707	125	118	3396	104
EPT-0B	uce-5476_EPT_C12	1	10000	0.0572831423895253	125	105	1833	42
EPT-0C	uce-5476_EPT_C12	1	10000	0.031094527363184	125	250	8040	210
EPT-0D	uce-5476_EPT_C12	1	10000	0.0385852090032154	125	72	1866	9
EPT-0E	uce-5476_EPT_C12	1	10000	0.0460057061340941	125	258	5608	17
EPT-0F	uce-5476_EPT_C12	1	10000	0.050935751495273	125	264	5183	442
EPT-0H	uce-5476_EPT_C12	1	10000	0.0586666666666666	125	44	750	0
EPT-0I	uce-5476_EPT_C12	1	10000	0.0467878351628576	125	260	5557	68
EPT-0J	uce-5476_EPT_C12	1	10000	0.0522666666666666	125	98	1875	0
EPT-0L	uce-5476_EPT_C12	1	10000	0.032258064516129	124	4	124	1
EPT-0N	uce-5476_EPT_C12	1	10000	0.056	125	7	125	0
EPT-0O	uce-5476_EPT_C12	1	10000	0.0449031323556038	125	248	5523	102
EPT-0P	uce-5476_EPT_C12	1	10000	0.0573333333333333	125	43	750	0
EPT-0A	uce-5477_EPT_C12	1	10000	0.0270108043217286	119	90	3332	0
EPT-0B	uce-5477_EPT_C12	1	10000	0.0242117117117117	119	43	1776	9
EPT-0C	uce-5477_EPT_C12	1	10000	0.0224618149146451	119	175	7791	63
EPT-0D	uce-5477_EPT_C12	1	10000	0.0140845070422535	119	24	1704	81
EPT-0E	uce-5477_EPT_C12	1	10000	0.0180417214809246	119	96	5321	34
EPT-0F	uce-5477_EPT_C12	1	10000	0.024476904855902	119	124	5066	289
EPT-0H	uce-5477_EPT_C12	1	10000	0.0224089635854341	119	16	714	0
EPT-0I	uce-5477_EPT_C12	1	10000	0.030438842203548	119	163	5355	0
EPT-0J	uce-5477_EPT_C12	1	10000	0.0284575981787137	119	50	1757	28
EPT-0L	uce-5477_EPT_C12	1	10000	0.0252100840336134	119	3	119	0
EPT-0N	uce-5477_EPT_C12	1	10000	0.042016806722689	119	5	119	0
EPT-0O	uce-5477_EPT_C12	1	10000	0.0180699730872741	119	94	5202	153
EPT-0P	uce-5477_EPT_C12	1	10000	0.0280112044817927	119	20	714	0
EPT-0A	uce-547_EPT_C3	1	10000	0.0770688566013897	57	122	1583	13
EPT-0B	uce-547_EPT_C3	1	10000	0.0908004778972521	57	76	837	18
EPT-0C	uce-547_EPT_C3	1	10000	0.0640616693248272	57	241	3762	0
EPT-0D	uce-547_EPT_C3	1	10000	0.0700483091787439	57	58	828	27
EPT-0E	uce-547_EPT_C3	1	10000	0.0624259186092453	57	158	2531	34
EPT-0F	uce-547_EPT_C3	1	10000	0.079695634761714	57	199	2497	68
EPT-0H	uce-547_EPT_C3	1	10000	0.0847953216374269	57	29	342	0
EPT-0I	uce-547_EPT_C3	1	10000	0.0777080062794348	57	198	2548	17
EPT-0J	uce-547_EPT_C3	1	10000	0.076463560334528	57	64	837	18
EPT-0L	uce-547_EPT_C3	1	10000	0.087719298245614	57	5	57	0
EPT-0N	uce-547_EPT_C3	1	10000	0.0961538461538461	52	5	52	5
EPT-0O	uce-547_EPT_C3	1	10000	0.0806005531410509	57	204	2531	34
EPT-0P	uce-547_EPT_C3	1	10000	0.0760233918128654	57	26	342	0
EPT-0A	uce-5513_EPT_C10	1	10000	0.0066326530612244	140	26	3920	0
EPT-0B	uce-5513_EPT_C10	1	10000	0.0074850299401197	140	15	2004	96
EPT-0C	uce-5513_EPT_C10	1	10000	0.00817260542661	140	75	9177	63
EPT-0D	uce-5513_EPT_C10	1	10000	0.014	140	28	2000	100
EPT-0E	uce-5513_EPT_C10	1	10000	0.0158730158730158	140	100	6300	0
EPT-0F	uce-5513_EPT_C10	1	10000	0.0118123523455956	140	70	5926	374
EPT-0H	uce-5513_EPT_C10	1	10000	0.0035714285714285	140	3	840	0
EPT-0I	uce-5513_EPT_C10	1	10000	0.0079713681470636	140	49	6147	153
EPT-0J	uce-5513_EPT_C10	1	10000	0.019047619047619	140	40	2100	0
EPT-0L	uce-5513_EPT_C10	1	10000	0.0	140	0	140	0
EPT-0N	uce-5513_EPT_C10	1	10000	0.0142857142857142	140	2	140	0
EPT-0O	uce-5513_EPT_C10	1	10000	0.0089547098329602	140	52	5807	493
EPT-0P	uce-5513_EPT_C10	1	10000	0.0107142857142857	140	9	840	0
EPT-0A	uce-5515_EPT_C5	1	10000	0.0163581575548859	89	38	2323	169
EPT-0B	uce-5515_EPT_C5	1	10000	0.0098039215686274	89	13	1326	9
EPT-0C	uce-5515_EPT_C5	1	10000	0.0137174211248285	89	80	5832	42
EPT-0D	uce-5515_EPT_C5	1	10000	0.0	89	0	1254	81
EPT-0E	uce-5515_EPT_C5	1	10000	0.0126871352448617	89	50	3941	64
EPT-0F	uce-5515_EPT_C5	1	10000	0.0081081081081081	89	27	3330	675
EPT-0H	uce-5515_EPT_C5	1	10000	0.0168539325842696	89	9	534	0
EPT-0I	uce-5515_EPT_C5	1	10000	0.0167290886392009	89	67	4005	0
EPT-0J	uce-5515_EPT_C5	1	10000	0.0083333333333333	89	10	1200	135
EPT-0L	uce-5515_EPT_C5	1	10000	0.0	89	0	89	0
EPT-0N	uce-5515_EPT_C5	1	10000	0.0112359550561797	89	1	89	0
EPT-0O	uce-5515_EPT_C5	1	10000	0.0213139418254764	89	85	3988	17
EPT-0P	uce-5515_EPT_C5	1	10000	0.0124223602484472	88	6	483	51
EPT-0A	uce-5549_EPT_C13	1	10000	0.0726600985221674	58	118	1624	0
EPT-0B	uce-5549_EPT_C13	1	10000	0.0459770114942528	58	40	870	0
EPT-0C	uce-5549_EPT_C13	1	10000	0.0642633228840125	58	246	3828	0
EPT-0D	uce-5549_EPT_C13	1	10000	0.0666666666666666	58	58	870	0
EPT-0E	uce-5549_EPT_C13	1	10000	0.0704980842911877	58	184	2610	0
EPT-0F	uce-5549_EPT_C13	1	10000	0.067442794058611	58	168	2491	119
EPT-0H	uce-5549_EPT_C13	1	10000	0.0833333333333333	58	29	348	0
EPT-0I	uce-5549_EPT_C13	1	10000	0.0724137931034482	58	189	2610	0
EPT-0J	uce-5549_EPT_C13	1	10000	0.0594795539033457	58	48	807	63
EPT-0L	uce-5549_EPT_C13	1	10000	0.1034482758620689	58	6	58	0
EPT-0N	uce-5549_EPT_C13	1	10000	0.0517241379310344	58	3	58	0
EPT-0O	uce-5549_EPT_C13	1	10000	0.0758620689655172	58	198	2610	0
EPT-0P	uce-5549_EPT_C13	1	10000	0.0718390804597701	58	25	348	0
EPT-0A	uce-5655_EPT_C5	1	10000	0.0082613593691325	116	22	2663	585
EPT-0B	uce-5655_EPT_C5	1	10000	0.0167633784655061	116	26	1551	189
EPT-0C	uce-5655_EPT_C5	1	10000	0.0179028132992327	116	126	7038	618
EPT-0D	uce-5655_EPT_C5	1	10000	0.0190362879238548	116	32	1681	59
EPT-0E	uce-5655_EPT_C5	1	10000	0.0203834510595358	116	101	4955	265
EPT-0F	uce-5655_EPT_C5	1	10000	0.0186706497386109	116	75	4017	1203
EPT-0H	uce-5655_EPT_C5	1	10000	0.0140405616224648	116	9	641	55
EPT-0I	uce-5655_EPT_C5	1	10000	0.0168740771989031	116	80	4741	479
EPT-0J	uce-5655_EPT_C5	1	10000	0.0166184971098265	116	23	1384	356
EPT-0L	uce-5655_EPT_C5	1	10000	0.0260869565217391	115	3	115	1
EPT-0N	uce-5655_EPT_C5	1	10000	0.0344827586206896	116	4	116	0
EPT-0O	uce-5655_EPT_C5	1	10000	0.0244890088700347	116	127	5186	34
EPT-0P	uce-5655_EPT_C5	1	10000	0.015015015015015	116	10	666	30
EPT-0A	uce-5708_EPT_C12	1	10000	0.0154455445544554	99	39	2525	247
EPT-0B	uce-5708_EPT_C12	1	10000	0.0129375951293759	99	17	1314	171
EPT-0C	uce-5708_EPT_C12	1	10000	0.0154494382022471	99	99	6408	126
EPT-0D	uce-5708_EPT_C12	1	10000	0.0165484633569739	99	21	1269	216
EPT-0E	uce-5708_EPT_C12	1	10000	0.0124406242931463	99	55	4421	34
EPT-0F	uce-5708_EPT_C12	1	10000	0.016016016016016	99	64	3996	459
EPT-0H	uce-5708_EPT_C12	1	10000	0.0202020202020202	99	12	594	0
EPT-0I	uce-5708_EPT_C12	1	10000	0.0132435465768799	99	59	4455	0
EPT-0J	uce-5708_EPT_C12	1	10000	0.0104399701715137	99	14	1341	144
EPT-0L	uce-5708_EPT_C12	1	10000	0.0101010101010101	99	1	99	0
EPT-0N	uce-5708_EPT_C12	1	10000	0.0303030303030303	99	3	99	0
EPT-0O	uce-5708_EPT_C12	1	10000	0.0095593378409885	99	41	4289	166
EPT-0P	uce-5708_EPT_C12	1	10000	0.0135823429541595	99	8	589	5
EPT-0A	uce-574_EPT_C13	1	10000	0.0322665267576075	138	123	3812	52
EPT-0B	uce-574_EPT_C13	1	10000	0.0393013100436681	138	81	2061	9
EPT-0C	uce-574_EPT_C13	1	10000	0.034804567413263	138	317	9108	0
EPT-0D	uce-574_EPT_C13	1	10000	0.0434782608695652	138	90	2070	0
EPT-0E	uce-574_EPT_C13	1	10000	0.0430906389301634	138	261	6057	153
EPT-0F	uce-574_EPT_C13	1	10000	0.0337559972583961	138	197	5836	374
EPT-0H	uce-574_EPT_C13	1	10000	0.0434782608695652	138	36	828	0
EPT-0I	uce-574_EPT_C13	1	10000	0.0380107166778298	138	227	5972	238
EPT-0J	uce-574_EPT_C13	1	10000	0.0405797101449275	138	84	2070	0
EPT-0L	uce-574_EPT_C13	1	10000	0.0434782608695652	138	6	138	0
EPT-0N	uce-574_EPT_C13	1	10000	0.0507246376811594	138	7	138	0
EPT-0O	uce-574_EPT_C13	1	10000	0.0354267310789049	138	220	6210	0
EPT-0P	uce-574_EPT_C13	1	10000	0.0446859903381642	138	37	828	0
EPT-0A	uce-5769_EPT_C5	1	10000	0.0216049382716049	81	49	2268	0
EPT-0B	uce-5769_EPT_C5	1	10000	0.0041152263374485	81	5	1215	0
EPT-0C	uce-5769_EPT_C5	1	10000	0.0078563411896745	81	42	5346	0
EPT-0D	uce-5769_EPT_C5	1	10000	0.0090252707581227	81	10	1108	107
EPT-0E	uce-5769_EPT_C5	1	10000	0.0099228224917309	81	36	3628	17
EPT-0F	uce-5769_EPT_C5	1	10000	0.0019948703334283	81	7	3509	136
EPT-0H	uce-5769_EPT_C5	1	10000	0.0	81	0	481	5
EPT-0I	uce-5769_EPT_C5	1	10000	0.0093278463648834	81	34	3645	0
EPT-0J	uce-5769_EPT_C5	1	10000	0.0148148148148148	81	18	1215	0
EPT-0L	uce-5769_EPT_C5	1	10000	0.0123456790123456	81	1	81	0
